fixedacidity volatileacidity citricacid residualsugar chlorides freesulfurdioxide totalsulfurdioxide density pH sulphates alcohol y
5 0.55 0.14 8.3 0.032 35 164 0.9918 3.53 0.51 12.5 3
6.1 0.41 0.14 10.4 0.037 18 119 0.996 3.38 0.45 10 1
6.4 0.44 0.26 2 0.054 20 180 0.9952 3.58 0.57 10 1
7.8 0.18 0.46 12.6 0.042 41 143 1 3.24 0.76 8.5 3
7.2 0.17 0.28 17.55 0.05 33 154 0.99971 2.94 0.43 9 3
6.2 0.28 0.51 7.9 0.056 49 206 0.9956 3.18 0.52 9.4 1
5.7 0.265 0.28 6.9 0.036 46 150 0.99299 3.36 0.44 10.8 3
8.5 0.16 0.35 1.6 0.039 24 147 0.9935 2.96 0.36 10 1
6.5 0.26 0.34 1.4 0.04 25 184 0.99216 3.29 0.46 10.7 1
7.3 0.22 0.31 2.3 0.018 45 80 0.98936 3.06 0.34 12.9 3
6 0.21 0.34 2 0.042 63 123 0.99052 3.44 0.42 11.4 2
7.7 0.31 0.26 7.8 0.031 23 90 0.9944 3.13 0.5 10.4 1
7.4 0.33 0.26 15.6 0.049 67 210 0.99907 3.06 0.68 9.5 1
8.8 0.19 0.3 5 0.028 34 120 0.99242 2.94 0.47 11.2 1
6.1 0.31 0.26 2.2 0.051 28 167 0.9926 3.37 0.47 10.4 2
6.7 0.45 0.3 5.3 0.036 27 165 0.99122 3.12 0.46 12.2 2
6.7 0.42 0.39 12.1 0.04 61 248 0.99794 3.31 0.58 9.7 1
6.9 0.33 0.31 4.2 0.04 21 93 0.9896 3.18 0.48 13.4 3
6.4 0.4 0.25 4.2 0.032 15 91 0.98988 3.26 0.52 13.1 2
7.4 0.27 0.28 1.8 0.04 45 121 0.99043 3.02 0.4 11.9 1
7.4 0.24 0.26 1.6 0.058 53 150 0.9936 3.18 0.5 9.9 3
6.2 0.33 0.14 4.8 0.052 27 128 0.99475 3.21 0.48 9.4 1
7.9 0.25 0.35 6.7 0.039 22 64 0.99362 2.93 0.49 10.7 1
7 0.12 0.29 10.3 0.039 41 98 0.99564 3.19 0.38 9.8 3
6 0.33 0.2 1.8 0.031 49 159 0.9919 3.41 0.53 11 2
6.1 0.25 0.48 15.8 0.052 25 94 0.99782 3.07 0.45 9.2 2
6.8 0.2 0.36 1.6 0.028 7 46 0.99175 3.21 0.6 10.9 2
6.8 0.23 0.29 12.2 0.035 38 236 0.9976 3.35 0.52 9.8 2
6.2 0.24 0.35 1.2 0.038 22 167 0.9912 3.1 0.48 10.6 2
6.4 0.18 0.32 9.6 0.052 24 90 0.9963 3.35 0.49 9.4 2
7.1 0.2 0.3 0.9 0.019 4 28 0.98931 3.2 0.36 12 2
6 0.29 0.27 2.3 0.044 20 117 0.9895 3.31 0.41 12.7 3
7 0.24 0.26 1.7 0.041 31 110 0.99142 3.2 0.53 11 2
6.5 0.36 0.31 4.1 0.061 20 134 0.99475 3.18 0.45 9 2
5.7 0.25 0.27 11.5 0.04 24 120 0.99411 3.33 0.31 10.8 2
5.4 0.59 0.07 7 0.045 36 147 0.9944 3.34 0.57 9.7 2
8 0.59 0.71 17.35 0.038 61 228 1 2.95 0.75 9.3 1
5.2 0.44 0.04 1.4 0.036 43 119 0.9894 3.36 0.33 12.1 3
9.2 0.35 0.39 0.9 0.042 15 61 0.9924 2.96 0.28 10.4 1
7.7 0.43 0.28 4.5 0.046 33 102 0.9918 3.16 0.56 12.2 3
6.1 0.34 0.27 2.6 0.024 20 105 0.9906 3.4 0.67 12.2 3
6.9 0.33 0.31 7.7 0.04 29 135 0.99226 3.11 0.57 12.3 1
7.3 0.25 0.36 13.1 0.05 35 200 0.9986 3.04 0.46 8.9 3
6 0.25 0.28 2.2 0.026 54 126 0.9898 3.43 0.65 12.9 3
5.2 0.38 0.26 7.7 0.053 20 103 0.9925 3.27 0.45 12.2 2
6.9 0.22 0.32 5.8 0.041 20 119 0.99296 3.17 0.55 11.2 2
5.8 0.3 0.09 6.3 0.042 36 138 0.99382 3.15 0.48 9.7 1
6 0.2 0.26 1.1 0.033 38 67 0.98954 3.14 0.38 11.5 2
6.6 0.62 0.2 8.7 0.046 81 224 0.99605 3.17 0.44 9.3 1
7 0.15 0.28 14.7 0.051 29 149 0.99792 2.96 0.39 9 3
6.1 0.6 0.12 1.8 0.05 11 76 0.99268 3.42 0.48 10.4 1
8.5 0.56 0.74 17.85 0.051 51 243 1.0005 2.99 0.7 9.2 1
6.6 0.25 0.39 1.45 0.04 40 89 0.9911 3.35 0.4 11.4 3
6.3 0.2 0.26 12.7 0.046 60 143 0.99526 3.26 0.35 10.8 2
6.6 0.24 0.35 7.7 0.031 36 135 0.9938 3.19 0.37 10.5 1
7.2 0.26 0.74 13.6 0.05 56 162 0.998 3.03 0.44 8.8 1
6.9 0.25 0.34 1.3 0.035 27 82 0.99045 3.18 0.44 12.2 2
7.2 0.4 0.24 8.5 0.055 45 151 0.99626 3.2 0.52 9.2 1
6.7 0.39 0.31 2.7 0.054 27 202 0.9948 3.46 0.57 10.5 2
7 0.16 0.3 2.6 0.043 34 90 0.99047 2.88 0.47 11.2 2
5.5 0.17 0.23 2.9 0.039 10 108 0.99243 3.28 0.5 10 1
5.9 0.62 0.28 3.5 0.039 55 152 0.9907 3.44 0.44 12 2
6.7 0.41 0.24 5.4 0.035 33 115 0.9901 3.12 0.44 12.89333333 3
6.5 0.41 0.24 14 0.048 24 113 0.9982 3.44 0.53 9.8 2
6.4 0.62 0.12 4.7 0.06 33 196 0.99556 3.22 0.48 8.9 1
5.7 0.44 0.13 7 0.025 28 173 0.9913 3.33 0.48 12.5 2
6.6 0.21 0.5 8.7 0.036 41 191 0.99294 2.96 0.56 11 2
7.3 0.3 0.74 13.5 0.039 46 165 0.9982 3.02 0.4 8.7 1
6.8 0.25 0.34 14 0.032 47 133 0.9952 3.37 0.5 12.2 3
5.3 0.33 0.3 1.2 0.048 25 119 0.99045 3.32 0.62 11.3 2
6.4 0.29 0.18 15 0.04 21 116 0.99736 3.14 0.5 9.2 1
6.5 0.22 0.19 4.5 0.096 16 115 0.9937 3.02 0.44 9.6 1
8.6 0.27 0.46 6.1 0.032 13 41 0.993 2.89 0.34 10.9 1
6.3 0.2 0.4 1.5 0.037 35 107 0.9917 3.46 0.5 11.4 2
6.1 0.28 0.23 4.2 0.038 13 95 0.98898 2.97 0.7 13.1 2
7.1 0.18 0.42 1.4 0.045 47 157 0.9916 2.95 0.31 10.5 2
6.3 0.2 0.4 1.5 0.037 35 107 0.9917 3.46 0.5 11.4 2
6.3 0.17 0.32 4.2 0.04 37 117 0.99182 3.24 0.43 11.3 2
6.6 0.33 0.24 16.05 0.045 31 147 0.99822 3.08 0.52 9.2 1
8 0.22 0.42 14.6 0.044 45 163 1.0003 3.21 0.69 8.6 3
6.8 0.25 0.28 5 0.035 42 126 0.99048 3.12 0.38 12.6 3
7.2 0.32 0.47 5.1 0.044 19 65 0.991 3.03 0.41 12.6 1
6.6 0.16 0.34 1.1 0.037 41 115 0.9899 3.01 0.68 12 2
4.8 0.33 0 6.5 0.028 34 163 0.9937 3.35 0.61 9.9 1
7.1 0.43 0.3 6.6 0.025 15 138 0.99126 3.18 0.46 12.6 2
5.7 0.2 0.3 2.5 0.046 38 125 0.99276 3.34 0.5 9.9 2
7.1 0.27 0.28 1.25 0.023 3 89 0.98993 2.95 0.3 11.4 1
6.2 0.32 0.12 4.8 0.054 6 97 0.99424 3.16 0.5 9.3 1
6.5 0.19 0.34 1.6 0.029 39 116 0.98954 3.21 0.68 12.5 2
7.6 0.27 0.33 2 0.059 19 175 0.9944 3.22 0.56 9.9 1
6.4 0.29 0.44 3.6 0.2 75 181 0.9942 3.02 0.41 9.1 1
7.1 0.21 0.35 2.5 0.04 41 186 0.99128 3.32 0.56 12.5 2
7.3 0.26 0.24 1.7 0.05 10 112 0.99286 3.11 0.43 9.9 1
5.1 0.29 0.28 8.3 0.026 27 107 0.99308 3.36 0.37 11 2
7.3 0.4 0.24 6.7 0.058 41 166 0.995 3.2 0.41 9.9 2
7.2 0.2 0.28 1.6 0.028 13 168 0.99203 3.17 1.06 11.5 2
6.4 0.55 0.26 9.6 0.027 20 104 0.9924 3.22 0.73 13.1 2
6.9 0.28 0.4 8.2 0.036 15 95 0.9944 3.17 0.33 10.2 1
6.6 0.23 0.3 4.6 0.06 29 154 0.99142 3.23 0.49 12.2 3
7.5 0.42 0.19 6.9 0.041 62 150 0.99508 3.23 0.37 10 2
7.4 0.25 0.36 13.2 0.067 53 178 0.9976 3.01 0.48 9 2
7.1 0.22 0.32 16.9 0.056 49 158 0.9998 3.37 0.38 9.6 2
6.3 0.19 0.32 2.8 0.046 18 80 0.99043 2.92 0.47 11.05 2
6.7 0.27 0.25 8 0.053 54 202 0.9961 3.22 0.43 9.3 1
6.5 0.3 0.32 2 0.044 34 90 0.99185 3.37 0.68 11 3
6.8 0.23 0.33 1.9 0.047 20 101 0.9914 3.1 0.46 11.1 2
7 0.16 0.32 8.3 0.045 38 126 0.9958 3.21 0.34 9.2 1
8.2 0.18 0.49 1.1 0.033 28 81 0.9923 3 0.68 10.4 3
6.6 0.29 0.29 1.8 0.036 38 102 0.98819 3.08 0.42 13.7 3
6.8 0.19 0.71 17.5 0.042 21 114 0.99784 2.85 0.5 9.5 2
7 0.25 0.33 2.1 0.021 17 76 0.99021 3.26 0.45 12.3 2
7.7 0.17 0.52 5.9 0.017 21 84 0.9929 3.14 0.4 11.9 3
8.2 0.38 0.49 13.6 0.042 58 166 0.99855 3.1 0.54 9.4 1
6.8 0.19 0.33 1.3 0.031 22 87 0.98987 3.08 0.62 12.3 3
6.4 0.15 0.4 1.5 0.042 23 87 0.98972 3.11 0.46 12.2 3
6.8 0.22 0.41 6.7 0.034 39 116 0.99245 3.18 0.46 11.5 2
6.3 0.37 0.37 1.5 0.024 12 76 0.98876 2.94 0.39 12.3 2
6.7 0.26 0.29 7.7 0.038 40 179 0.99479 3.23 0.56 10.4 2
7.7 0.43 0.37 10 0.169 22 210 0.99776 3.02 0.64 9.5 1
6.9 0.3 0.21 15.7 0.056 49 159 0.99827 3.11 0.48 9 1
7.3 0.21 0.29 1.6 0.034 29 118 0.9917 3.3 0.5 11 3
5.9 0.32 0.2 14.4 0.05 29 144 0.99666 3.24 0.41 10.3 2
7.3 0.32 0.35 1.4 0.05 8 163 0.99244 3.24 0.42 10.7 1
7 0.2 0.31 8 0.05 29 213 0.99596 3.28 0.57 10.4 2
7.7 0.43 1 19.95 0.032 42 164 0.99742 3.29 0.5 12 2
9.2 0.27 0.34 10.5 0.043 49 228 0.9974 3.04 0.41 10.4 2
6.5 0.24 0.19 1.2 0.041 30 111 0.99254 2.99 0.46 9.4 2
5.6 0.18 0.58 1.25 0.034 29 129 0.98984 3.51 0.6 12 3
6.3 0.27 0.25 5.8 0.038 52 155 0.995 3.28 0.38 9.4 2
5.6 0.185 0.19 7.1 0.048 36 110 0.99438 3.26 0.41 9.5 2
8.5 0.19 0.56 17.3 0.055 47 169 1.00047 3.07 0.67 9.3 2
8 0.23 0.28 2.7 0.048 49 165 0.9952 3.26 0.72 9.5 2
6.8 0.44 0.2 16 0.065 61 186 0.99884 3.13 0.45 8.6 1
8.8 0.2 0.43 15 0.053 60 184 1.0008 3.28 0.79 8.8 2
7.8 0.26 0.49 3.2 0.027 28 87 0.9919 3.03 0.32 11.3 3
6.5 0.18 0.41 14.2 0.039 47 129 0.99678 3.28 0.72 10.3 3
6 0.29 0.41 10.8 0.048 55 149 0.9937 3.09 0.59 11 3
6.9 0.24 0.33 1.7 0.035 47 136 0.99 3.26 0.4 12.6 3
7.1 0.28 0.26 2.8 0.039 50 118 0.9908 3.06 0.59 11.2 2
6.9 0.41 0.33 10.1 0.043 28 152 0.9968 3.2 0.52 9.4 1
7.5 0.35 0.48 12.4 0.056 61 176.5 0.99803 2.97 0.52 8.8 1
7.3 0.3 0.34 2.7 0.044 34 108 0.99105 3.36 0.53 12.8 3
6 0.28 0.52 6.2 0.028 37 104 0.99161 3.28 0.51 11.8 3
7.5 0.21 0.68 10.9 0.045 38 133 0.9978 3 0.36 8.7 1
6.5 0.27 0.4 10 0.039 74 227 0.99582 3.18 0.5 9.4 1
5.8 0.18 0.28 1.3 0.034 9 94 0.99092 3.21 0.52 11.2 2
6.5 0.315 0.2 6.6 0.041 9 126 0.99494 2.94 0.51 8.8 1
5.9 0.34 0.3 3.8 0.035 57 135 0.99016 3.09 0.34 12 2
6.4 0.3 0.51 5.5 0.048 62 172 0.9942 3.08 0.45 9.1 2
8.2 0.29 0.33 9.1 0.036 28 118 0.9953 2.96 0.4 10.9 3
7.1 0.12 0.3 3.1 0.018 15 37 0.99004 3.02 0.52 11.9 3
8.4 0.35 0.71 12.2 0.046 22 160 0.9982 2.98 0.65 9.4 1
6.6 0.4 0.3 5.3 0.038 20 125 0.99204 3.36 0.73 12.6 2
6.2 0.45 0.26 4.4 0.063 63 206 0.994 3.27 0.52 9.8 1
6 0.25 0.28 7.7 0.053 37 132 0.99489 3.06 0.5 9.4 2
7.4 0.27 0.52 15.7 0.054 36 139 0.99788 3.04 0.62 10.03333333 2
6.6 0.32 0.41 7.2 0.048 55 178 0.99537 3.2 0.46 9.4 1
6.2 0.16 0.32 1.1 0.036 74 184 0.99096 3.22 0.41 11 2
6.9 0.25 0.4 1.3 0.038 22 101 0.9901 3.03 0.39 11.4 2
6 0.16 0.3 6.7 0.043 43 153 0.9951 3.63 0.46 10.6 1
6.9 0.18 0.38 8.1 0.049 44 176 0.9958 3.3 0.54 9.8 2
6.5 0.29 0.42 10.6 0.042 66 202 0.99674 3.24 0.53 9.5 2
5.8 0.3 0.33 3.5 0.033 25 116 0.99057 3.2 0.44 11.7 2
6.7 0.17 0.37 2 0.039 34 125 0.9922 3.26 0.6 10.8 3
6.9 0.19 0.4 1.4 0.036 14 55 0.9909 3.08 0.68 11.5 3
6.9 0.28 0.27 2.1 0.036 42 121 0.9926 3.42 0.49 10.8 3
5.2 0.3 0.34 1.5 0.038 18 96 0.98942 3.56 0.48 13 3
7 0.26 0.59 1.4 0.037 40 120 0.9918 3.34 0.41 11.1 3
5.8 0.3 0.12 1.6 0.036 57 163 0.99239 3.38 0.59 10.5 2
7.1 0.36 0.37 4.8 0.019 39 114 0.99036 3.08 0.49 12.7 3
7.2 0.36 0.36 5.7 0.038 26 98 0.9914 2.93 0.59 12.5 3
6.8 0.29 0.5 13.3 0.053 48 194 0.9974 3.09 0.45 9.4 1
7 0.27 0.36 20.7 0.045 45 170 1.001 3 0.45 8.8 2
7 0.12 0.29 10.3 0.039 41 98 0.99564 3.19 0.38 9.8 3
6.7 0.33 0.42 6.4 0.058 27 151 0.9954 3.16 0.44 9.6 1
6.1 0.32 0.33 10.7 0.036 27 98 0.99521 3.34 0.52 10.2 2
8.2 0.61 0.45 5.4 0.03 15 118 0.9954 3.14 0.34 9.6 1
6.3 0.29 0.23 14.2 0.037 24 99 0.99528 3.08 0.38 10.6 2
7.3 0.27 0.3 1.3 0.04 26 84 0.99222 3.28 0.53 10.7 2
5.8 0.36 0.26 3.3 0.038 40 153 0.9911 3.34 0.55 11.3 2
7.4 0.22 0.26 1.2 0.035 18 97 0.99245 3.12 0.41 9.7 2
7.9 0.33 0.28 31.6 0.053 35 176 1.0103 3.15 0.38 8.8 2
6.1 0.28 0.32 2.5 0.042 23 218.5 0.9935 3.27 0.6 9.8 1
8.8 0.35 0.49 1 0.036 14 56 0.992 2.96 0.33 10.5 1
6.6 0.36 0.47 1.4 0.145 26 124 0.99274 3.09 0.56 10.1 2
6.8 0.23 0.3 1.7 0.043 19 95 0.99207 3.17 0.46 10.7 3
6.9 0.44 0.27 5 0.038 33 166 0.99124 3.2 0.42 12.2 2
5.9 0.26 0.21 12.5 0.034 36 152 0.9972 3.28 0.43 9.5 2
6.5 0.28 0.34 3.6 0.04 29 121 0.99111 3.28 0.48 12.1 3
6.3 0.33 0.42 17.2 0.037 57 170 0.99884 3.26 0.57 9.4 2
6.4 0.22 0.56 14.5 0.055 27 159 0.998 2.98 0.4 9.1 1
6.4 0.68 0.26 3.4 0.069 25 146 0.99347 3.18 0.4 9.3 1
6.6 0.22 0.23 17.3 0.047 37 118 0.99906 3.08 0.46 8.8 2
7.3 0.25 0.36 2.1 0.034 30 177 0.99085 3.25 0.4 11.9 3
6.5 0.21 0.37 2.5 0.048 70 138 0.9917 3.33 0.75 11.4 3
6.2 0.17 0.28 4.7 0.037 39 133 0.9931 3.41 0.46 10.8 3
7.4 0.155 0.34 2.3 0.045 73.5 214 0.9934 3.18 0.61 9.9 3
7.3 0.19 0.27 13.9 0.057 45 155 0.99807 2.94 0.41 8.8 3
6.6 0.17 0.36 1.9 0.036 38 110 0.99056 3.05 0.54 11.4 2
6.9 0.21 0.33 1.8 0.034 48 136 0.9899 3.25 0.41 12.6 3
5.7 0.28 0.36 1.8 0.041 38 90 0.99002 3.27 0.98 11.9 3
6.9 0.32 0.13 7.8 0.042 11 117 0.996 3.23 0.37 9.2 1
7.7 0.34 0.28 11 0.04 31 117 0.99815 3.27 0.29 9.2 2
7 0.21 0.37 7.2 0.042 36 167 0.9958 3.26 0.56 9.8 2
6.2 0.2 0.31 1 0.031 22 73 0.99035 3.24 0.52 11.3 2
6.3 0.55 0.45 13 0.047 33 182 0.9974 3.2 0.46 9.2 2
7.4 0.25 0.29 6.8 0.02 31 113 0.99338 3.13 0.29 10.8 2
5.6 0.33 0.28 1.2 0.031 33 97 0.99126 3.49 0.58 10.9 2
6.7 0.54 0.27 7.1 0.049 8 178 0.99502 3.16 0.38 9.4 1
7.6 0.1 0.33 1 0.031 33 93 0.99094 3.06 0.68 11.2 2
7 0.39 0.31 5.3 0.169 32 162 0.9965 3.2 0.48 9.4 1
6.8 0.39 0.34 7.4 0.02 38 133 0.99212 3.18 0.44 12 3
6.7 0.35 0.32 9 0.032 29 113 0.99188 3.13 0.65 12.9 3
6.4 0.3 0.38 7.8 0.046 35 192 0.9955 3.1 0.37 9 1
6.9 0.38 0.29 13.65 0.048 52 189 0.99784 3 0.6 9.5 2
5.6 0.26 0.27 10.6 0.03 27 119 0.9947 3.4 0.34 10.7 3
7.1 0.26 0.34 14.4 0.067 35 189 0.9986 3.07 0.53 9.1 3
6.2 0.28 0.57 1 0.043 50 92 0.99004 3.17 0.36 11.5 2
8 0.26 0.28 4.8 0.05 34 150 0.99437 3.13 0.5 10 2
5.6 0.19 0.39 1.1 0.043 17 67 0.9918 3.23 0.53 10.3 2
6.7 0.28 0.34 8.9 0.048 32 111 0.99455 3.25 0.54 11 3
7.8 0.3 0.36 4.6 0.024 20 198 0.99222 3.06 0.66 11.9 2
5.9 0.2 0.23 1.5 0.037 38 93 0.99021 3.36 0.49 12 2
6.5 0.13 0.27 2.6 0.035 32 76 0.9914 3.21 0.76 11.33333333 2
6.2 0.24 0.27 2.9 0.039 30 123 0.98959 3.12 0.37 12.8 2
5.9 0.25 0.27 1.5 0.029 37 81 0.9892 3.2 0.46 12.2 2
7.1 0.26 0.3 2 0.031 13 128 0.9917 3.19 0.49 11.4 1
7.7 0.2 0.44 13.9 0.05 44 130 0.99855 3.11 0.48 10 2
6.6 0.27 0.41 1.3 0.052 16 142 0.9951 3.42 0.47 10 2
8.1 0.29 0.49 7.1 0.042 22 124 0.9944 3.14 0.41 10.8 2
6.5 0.52 0.17 1.4 0.047 5 26 0.9932 3.26 0.32 10 1
8.1 0.36 0.59 13.6 0.051 60 134 0.99886 2.96 0.39 8.7 1
7.1 0.17 0.4 14.55 0.047 47 156 0.99945 3.34 0.78 9.1 2
5.8 0.34 0.21 7.2 0.041 48 146 0.99441 3.16 0.49 9.8 1
6.5 0.22 0.5 16.4 0.048 36 182 0.99904 3.02 0.49 8.8 2
6 0.17 0.3 7.3 0.039 39 104 0.99252 2.91 0.57 11 2
6.7 0.18 0.37 1.3 0.027 42 125 0.98939 3.24 0.37 12.8 3
6.4 0.35 0.51 7.8 0.055 53 177 0.99502 3.12 0.45 9.6 1
8.8 0.33 0.36 2.1 0.034 19 125 0.99166 2.96 0.98 12.7 2
9.2 0.34 0.27 1.2 0.026 17 73 0.9921 3.08 0.39 10.8 1
6.8 0.51 0.3 4.2 0.066 38 165 0.9945 3.2 0.42 9.1 1
6.8 0.32 0.18 7.5 0.041 71 223 0.9959 3.14 0.41 8.9 1
7.4 0.19 0.3 12.8 0.053 48.5 229 0.9986 3.14 0.49 9.1 3
4.4 0.54 0.09 5.1 0.038 52 97 0.99022 3.41 0.4 12.2 3
6.2 0.16 0.32 1.1 0.036 74 184 0.99096 3.22 0.41 11 2
6.6 0.25 0.35 2.9 0.034 38 121 0.99008 3.19 0.4 12.8 2
6.7 0.44 0.31 1.9 0.03 41 104 0.99 3.29 0.62 12.6 3
6 0.2 0.32 3 0.031 26 118 0.99134 3.38 0.68 11.2 3
5.9 0.26 0.24 2.4 0.046 27 132 0.99234 3.63 0.73 11.3 1
6.1 0.19 0.37 2.6 0.041 24 99 0.99153 3.18 0.5 10.9 2
7.2 0.31 0.5 13.3 0.056 68 195 0.9982 3.01 0.47 9.2 1
6.6 0.24 0.3 11.3 0.026 11 77 0.99381 3.13 0.55 12.8 3
6 0.21 0.24 12.1 0.05 55 164 0.997 3.34 0.39 9.4 1
6.8 0.26 0.32 7 0.041 38 118 0.9939 3.25 0.52 10.8 2
6.4 0.4 0.19 3.2 0.033 28 124 0.9904 3.22 0.54 12.7 3
6.4 0.15 0.44 1.2 0.043 67 150 0.9907 3.14 0.73 11.2 3
6.1 0.28 0.25 6.9 0.056 44 201 0.9955 3.19 0.4 9.1 2
6.7 0.48 0.49 2.9 0.03 28 122 0.98926 3.13 0.4 13 2
7.6 0.17 0.45 11.2 0.054 56 137 0.997 3.15 0.47 10 1
7.5 0.42 0.14 10.7 0.046 18 95 0.9959 3.22 0.33 10.7 1
6.7 0.19 0.41 15.6 0.056 75 155 0.9995 3.2 0.44 8.8 2
8.3 0.2 0.74 4.45 0.044 33 130 0.9924 3.25 0.42 12.2 2
8.3 0.23 0.3 2.1 0.049 21 153 0.9953 3.09 0.5 9.6 2
6.7 0.54 0.28 5.4 0.06 21 105 0.9949 3.27 0.37 9 1
8.7 0.49 0.57 17.8 0.052 34 243 1.0007 2.98 0.82 9 1
5.2 0.335 0.2 1.7 0.033 17 74 0.99002 3.34 0.48 12.3 2
8.2 0.22 0.3 1.8 0.047 47 185 0.9933 3.13 0.5 10.2 2
6.8 0.32 0.33 0.7 0.027 15 66 0.9899 3.11 0.31 11.8 2
7.4 0.24 0.22 10.7 0.042 26 81 0.9954 2.86 0.36 9.7 2
7.6 0.3 0.4 2.2 0.054 29 175 0.99445 3.19 0.53 9.8 1
9 0.55 0.3 8.1 0.026 14 71 0.993 2.94 0.36 11.8 1
6.2 0.21 0.26 13.1 0.05 59 150 0.99772 3.31 0.46 9 1
6.6 0.2 0.14 4.4 0.184 35 168 0.99396 2.93 0.45 9.4 2
7.3 0.24 0.34 7.5 0.048 29 152 0.9962 3.1 0.54 9 1
7.5 0.18 0.37 6.2 0.05 21 138 0.99546 3.2 0.55 10.5 2
8.3 0.49 0.43 2.5 0.036 32 116 0.9944 3.23 0.47 10.7 2
8.2 0.38 0.49 13.6 0.042 58 166 0.99855 3.1 0.54 9.4 1
6.7 0.2 0.37 1.65 0.025 42 103 0.99022 3.11 0.45 11.4 1
7.4 0.26 0.3 7.9 0.049 38 157 0.9963 3.13 0.48 8.9 2
7 0.16 0.26 6.85 0.047 30 220 0.99622 3.38 0.58 10.1 2
7.3 0.27 0.39 6.7 0.064 28 188 0.9958 3.29 0.3 9.7 1
9.8 0.36 0.46 10.5 0.038 4 83 0.9956 2.89 0.3 10.1 1
5.8 0.385 0.25 3.7 0.031 38 122 0.99128 3.2 0.63 11.2 2
5.4 0.255 0.33 1.2 0.051 29 122 0.99048 3.37 0.66 11.3 2
6.5 0.38 0.53 1.4 0.142 5 69 0.9926 3.14 0.52 10.1 1
8.2 0.15 0.48 2.7 0.052 24 190 0.995 3.5 0.45 10.9 3
6.5 0.29 0.53 1.7 0.04 41 192 0.9922 3.26 0.59 10.4 3
6.4 0.22 0.32 7.2 0.028 15 83 0.993 3.13 0.55 10.9 3
6.7 0.21 0.48 14.8 0.05 31 195 0.99942 2.95 0.75 8.8 2
7.4 0.14 0.3 1.3 0.033 25 91 0.99268 3.53 0.39 10.6 2
6.4 0.26 0.21 7.1 0.04 35 162 0.9956 3.39 0.58 9.9 2
6 0.24 0.27 1.9 0.048 40 170 0.9938 3.64 0.54 10 3
6.8 0.25 0.38 8.1 0.046 24 155 0.9956 3.33 0.59 10.2 2
7.5 0.19 0.4 7.1 0.056 50 110 0.9954 3.06 0.52 9.9 2
8.7 0.31 0.21 5.6 0.039 28 67 0.99328 2.96 0.52 11 1
7.2 0.21 0.36 15.7 0.045 68 183 0.99922 3.25 0.76 9.4 1
6.6 0.24 0.33 10.1 0.032 8 81 0.99626 3.19 0.51 9.8 2
6.2 0.25 0.54 7 0.046 58 176 0.99454 3.19 0.7 10.4 1
6.1 1.1 0.16 4.4 0.033 8 109 0.99058 3.35 0.47 12.4 1
6.8 0.19 0.33 4.9 0.047 42 130 0.99283 3.12 0.56 11 2
6.8 0.11 0.27 8.6 0.044 45 104 0.99454 3.2 0.37 9.9 2
7.2 0.13 0.46 1.3 0.044 48 111 0.99127 2.97 0.45 11.1 1
7.5 0.14 0.74 1.6 0.035 21 126 0.9933 3.26 0.45 10.2 2
6.7 0.31 0.3 2.4 0.038 30 83 0.98867 3.09 0.36 12.8 3
5.8 0.28 0.18 1.2 0.058 7 108 0.99288 3.23 0.58 9.55 1
6.1 0.28 0.26 1.5 0.03 25 101 0.98894 3.03 0.41 12.1 2
6.5 0.24 0.24 1.6 0.046 15 60 0.9928 3.19 0.39 9.8 1
6.4 0.225 0.48 2.2 0.115 29 104 0.9918 3.24 0.58 12.1 2
7.6 0.15 0.4 1.3 0.036 24 112 0.9932 3.14 0.76 10 1
6 0.19 0.26 1.4 0.039 30 104 0.98998 3.32 0.41 12.4 2
8.6 0.34 0.36 1.4 0.045 11 119 0.99556 3.17 0.47 9.4 1
5.3 0.31 0.38 10.5 0.031 53 140 0.99321 3.34 0.46 11.7 2
6.6 0.33 0.41 2 0.027 14 79 0.99063 3.27 0.63 12.4 2
6.3 0.22 0.33 1.7 0.041 67 164 0.9928 3.32 0.56 10.4 2
6.5 0.15 0.44 12.6 0.052 65 158 0.99688 3.26 0.7 10.3 3
7.8 0.24 0.38 2.1 0.058 14 167 0.994 3.21 0.55 9.9 1
8.3 0.3 0.36 10 0.042 33 169 0.9982 3.23 0.51 9.3 2
7 0.22 0.24 11 0.041 75 167 0.99508 2.98 0.56 10.5 2
8.1 0.27 0.33 1.3 0.045 26 100 0.99066 2.98 0.44 12.4 2
6.8 0.27 0.28 13.3 0.076 50 163 0.9979 3.03 0.38 8.6 2
7.5 0.23 0.3 1.2 0.03 27 80 0.99192 3.05 0.68 10.5 1
7.9 0.18 0.49 5.2 0.051 36 157 0.9953 3.18 0.48 10.6 2
6.5 0.33 0.3 3.8 0.036 34 88 0.99028 3.25 0.63 12.5 3
6.7 0.23 0.33 1.8 0.036 23 96 0.9925 3.32 0.4 10.8 2
6 0.42 0.41 12.4 0.032 50 179 0.99622 3.14 0.6 9.7 1
8 0.24 0.26 1.7 0.033 36 136 0.99316 3.44 0.51 10.4 3
6.4 0.23 0.26 8.1 0.054 47 181 0.9954 3.12 0.49 9.4 1
7.8 0.31 0.4 1.6 0.027 20 87 0.9911 3.15 0.48 11.9 2
5.9 0.655 0 5.6 0.033 8 31 0.9936 3.32 0.51 10.5 1
6.3 0.25 0.53 1.8 0.021 41 101 0.989315 3.19 0.31 13 2
